WKT,行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度,名稱,說明,鄉鎮市區,地址,描述,聯絡電話,開放星期(一),開放時間(一),開放星期(二),開放時間(二),冰,溫,熱,WGS84_X,WGS84_Y
"POINT (120.177621 23.163426 0.0)",,,,,,,,,,,臺南市佳里區衛生所,鄉鎮市區: 佳里區
地址: 進學路159號
描述: 入口走到底
聯絡電話: 06-7224106
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.177621
WGS84_Y: 23.163426,佳里區,進學路159號,入口走到底,06-7224106,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.177621,23.163426
"POINT (120.176607 23.165189 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局,鄉鎮市區: 佳里區
地址: 忠孝路7號
描述: 請詢問值班人員
聯絡電話: 06-7224145
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.176607
WGS84_Y: 23.165189,佳里區,忠孝路7號,請詢問值班人員,06-7224145,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.176607,23.165189
"POINT (120.17729 23.167148 0.0)",,,,,,,,,,,北門高級中學,鄉鎮市區: 佳里區
地址: 六安里269號
描述: -
聯絡電話: 06-7222150
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.177290
WGS84_Y: 23.167148,佳里區,六安里269號,-,06-7222150,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.177290,23.167148
"POINT (120.180902 23.176003 0.0)",,,,,,,,,,,北門高級農工職業學校,鄉鎮市區: 佳里區
地址: 六安里117號
描述: -
聯絡電話: 06-7260148
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.180902
WGS84_Y: 23.176003,佳里區,六安里117號,-,06-7260148,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.180902,23.176003
"POINT (120.195618 23.166319 0.0)",,,,,,,,,,,大潤發佳里店,鄉鎮市區: 佳里區
地址: 民安里同安寮80-2號
描述: 賣場左側哺乳室內
聯絡電話: 06-7233777
開放星期(一): 星期一~星期日
開放時間(一): 08:00~23:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.195618
WGS84_Y: 23.166319,佳里區,民安里同安寮80-2號,賣場左側哺乳室內,06-7233777,星期一~星期日,08:00~23:00,-,-,TRUE,TRUE,TRUE,120.195618,23.166319
"POINT (120.179449 23.153737 0.0)",,,,,,,,,,,北極玄天宮,鄉鎮市區: 佳里區
地址: 鎮山里仁愛路300號
描述: 廟內虎邊
聯絡電話: 06-7214499
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.179449
WGS84_Y: 23.153737,佳里區,鎮山里仁愛路300號,廟內虎邊,06-7214499,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.179449,23.153737
"POINT (120.208868 23.175457 0.0)",,,,,,,,,,,永昌宮,鄉鎮市區: 佳里區
地址: 子龍里子良廟40號
描述: 廟內龍邊
聯絡電話: 06-7262348
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.208868
WGS84_Y: 23.175457,佳里區,子龍里子良廟40號,廟內龍邊,06-7262348,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.208868,23.175457
"POINT (120.179722 23.154382 0.0)",,,,,,,,,,,玉勅青龍宮,鄉鎮市區: 佳里區
地址: 鎮山里延平路42號
描述: 廟內虎邊
聯絡電話: 06-7224486
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.179722
WGS84_Y: 23.154382,佳里區,鎮山里延平路42號,廟內虎邊,06-7224486,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.179722,23.154382
"POINT (120.17664 23.161238 0.0)",,,,,,,,,,,金唐殿,鄉鎮市區: 佳里區
地址: 建南里中山路289號
描述: 廟內龍邊
聯絡電話: 06-7223392
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.176640
WGS84_Y: 23.161238,佳里區,建南里中山路289號,廟內龍邊,06-7223392,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.176640,23.161238
"POINT (120.150269 23.169783 0.0)",,,,,,,,,,,嘉福里鎮安宮,鄉鎮市區: 佳里區
地址: 民安里3鄰34號
描述: 廟內龍邊
聯絡電話: 06-7221801
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.150269
WGS84_Y: 23.169783,佳里區,民安里3鄰34號,廟內龍邊,06-7221801,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.150269,23.169783
"POINT (120.194341 23.166078 0.0)",,,,,,,,,,,慈濟佳里聯絡處,鄉鎮市區: 佳里區
地址: 
描述: -
聯絡電話: -
開放星期(一): -
開放時間(一): -
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.194341
WGS84_Y: 23.166078,佳里區,,-,-,-,-,-,-,FALSE,TRUE,FALSE,120.194341,23.166078
"POINT (120.173942 23.169924 0.0)",,,,,,,,,,,佳里區羽球館,鄉鎮市區: 佳里區
地址: 安北路196號
描述: 大門進入左側走廊
聯絡電話: 06-7222127
開放星期(一): 星期一~星期日
開放時間(一): 14:30~09:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.173942
WGS84_Y: 23.169924,佳里區,安北路196號,大門進入左側走廊,06-7222127,星期一~星期日,14:30~09:30,-,-,TRUE,TRUE,TRUE,120.173942,23.169924
"POINT (120.174388 23.169764 0.0)",,,,,,,,,,,佳里區複合式體育館,鄉鎮市區: 佳里區
地址: 安北路192號
描述: 大門進入左轉親子廁所外側
聯絡電話: 06-7222127
開放星期(一): 星期一~星期日
開放時間(一): 14:00~21:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.174388
WGS84_Y: 23.169764,佳里區,安北路192號,大門進入左轉親子廁所外側,06-7222127,星期一~星期日,14:00~21:00,-,-,TRUE,TRUE,TRUE,120.174388,23.169764
"POINT (120.15203 23.17013 0.0)",,,,,,,,,,,下營里里長辦公處,鄉鎮市區: 佳里區
地址: 下營里下部120號
描述: 辦公室內
聯絡電話: -
開放星期(一): -
開放時間(一): -
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.152030
WGS84_Y: 23.170130,佳里區,下營里下部120號,辦公室內,-,-,-,-,-,FALSE,TRUE,FALSE,120.152030,23.170130
"POINT (120.167802 23.161945 0.0)",,,,,,,,,,,安西里里長辦公處,鄉鎮市區: 佳里區
地址: 佳西路136號
描述: 辦公室內
聯絡電話: -
開放星期(一): -
開放時間(一): -
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.167802
WGS84_Y: 23.161945,佳里區,佳西路136號,辦公室內,-,-,-,-,-,FALSE,TRUE,FALSE,120.167802,23.161945
"POINT (120.173218 23.150159 0.0)",,,,,,,,,,,興南汽車客運股份有限公司佳里站,鄉鎮市區: 佳里區
地址: 文化路198號
描述: -
聯絡電話: 06-7222036
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:10
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.173218
WGS84_Y: 23.150159,佳里區,文化路198號,-,06-7222036,星期一~星期日,06:00~22:10,-,-,TRUE,TRUE,TRUE,120.173218,23.150159
"POINT (120.175369 23.171045 0.0)",,,,,,,,,,,臺南市政府消防局第三大隊佳里分隊,鄉鎮市區: 佳里區
地址: 六順路21號
描述: 請詢問值班人員
聯絡電話: 06-7224334
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.175369
WGS84_Y: 23.171045,佳里區,六順路21號,請詢問值班人員,06-7224334,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.175369,23.171045
"POINT (120.177041 23.16515 0.0)",,,,,,,,,,,臺南市佳里區公所,鄉鎮市區: 佳里區
地址: 忠孝路5號
描述: 一樓樓梯口
聯絡電話: 06-7222127
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.177041
WGS84_Y: 23.165150,佳里區,忠孝路5號,一樓樓梯口,06-7222127,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.177041,23.165150
"POINT (120.201994 23.173869 0.0)",,,,,,,,,,,子龍國民小學,鄉鎮市區: 佳里區
地址: 子龍里潭墘5號
描述: -
聯絡電話: 06-7262913
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.201994
WGS84_Y: 23.173869,佳里區,子龍里潭墘5號,-,06-7262913,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.201994,23.173869
"POINT (120.178519 23.15361 0.0)",,,,,,,,,,,仁愛國民小學,鄉鎮市區: 佳里區
地址: 仁愛路307號
描述: -
聯絡電話: 06-7222227
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.178519
WGS84_Y: 23.153610,佳里區,仁愛路307號,-,06-7222227,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.178519,23.153610
"POINT (120.172651 23.164294 0.0)",,,,,,,,,,,佳里國民小學,鄉鎮市區: 佳里區
地址: 安西里公園路445號
描述: -
聯絡電話: 06-7222031
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.172651
WGS84_Y: 23.164294,佳里區,安西里公園路445號,-,06-7222031,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.172651,23.164294
"POINT (120.191964 23.18959 0.0)",,,,,,,,,,,佳興國民小學,鄉鎮市區: 佳里區
地址: 佳化里214號
描述: -
聯絡電話: 06-7260311
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.191964
WGS84_Y: 23.189590,佳里區,佳化里214號,-,06-7260311,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.191964,23.189590
"POINT (120.152514 23.178763 0.0)",,,,,,,,,,,延平國民小學,鄉鎮市區: 佳里區
地址: 頂部里136號
描述: -
聯絡電話: 06-7222331
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.152514
WGS84_Y: 23.178763,佳里區,頂部里136號,-,06-7222331,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.152514,23.178763
"POINT (120.182013 23.15977 0.0)",,,,,,,,,,,信義國民小學,鄉鎮市區: 佳里區
地址: 忠仁里信義一街336號
描述: -
聯絡電話: 06-7211918
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.182013
WGS84_Y: 23.159770,佳里區,忠仁里信義一街336號,-,06-7211918,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.182013,23.159770
"POINT (120.157699 23.143928 0.0)",,,,,,,,,,,通興國民小學,鄉鎮市區: 佳里區
地址: 通興里埔頂5之1號
描述: -
聯絡電話: 06-7873531
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.157699
WGS84_Y: 23.143928,佳里區,通興里埔頂5之1號,-,06-7873531,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.157699,23.143928
"POINT (120.165247 23.125407 0.0)",,,,,,,,,,,塭內國民小學,鄉鎮市區: 佳里區
地址: 塭內里5鄰塭子內40號
描述: -
聯絡電話: 06-7891054
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.165247
WGS84_Y: 23.125407,佳里區,塭內里5鄰塭子內40號,-,06-7891054,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.165247,23.125407
"POINT (120.171028 23.157834 0.0)",,,,,,,,,,,佳里國民中學,鄉鎮市區: 佳里區
地址: 安南路523號
描述: -
聯絡電話: 06-7222244
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.171028
WGS84_Y: 23.157834,佳里區,安南路523號,-,06-7222244,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.171028,23.157834
"POINT (120.195912 23.183377 0.0)",,,,,,,,,,,佳興國民中學,鄉鎮市區: 佳里區
地址: 民安里新宅34之1號
描述: -
聯絡電話: 06-7260291
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.195912
WGS84_Y: 23.183377,佳里區,民安里新宅34之1號,-,06-7260291,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.195912,23.183377
"POINT (120.178919 23.163751 0.0)",,,,,,,,,,,台灣自來水公司第六區管理處佳里服務所,鄉鎮市區: 佳里區
地址: 進學路139號
描述: 進門右側
聯絡電話: 06-7222477
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.178919
WGS84_Y: 23.163751,佳里區,進學路139號,進門右側,06-7222477,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.178919,23.163751
"POINT (120.17721 23.16885 0.0)",,,,,,,,,,,佳里區圖書館,鄉鎮市區: 佳里區
地址: 安北路118號
描述: 入口左轉樂齡區
聯絡電話: 06-7230960
開放星期(一): 星期二~星期五
開放時間(一): 08:00~21:00
開放星期(二): 星期六~星期日
開放時間(二): 08:00~17:00
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.177210
WGS84_Y: 23.168850,佳里區,安北路118號,入口左轉樂齡區,06-7230960,星期二~星期五,08:00~21:00,星期六~星期日,08:00~17:00,TRUE,TRUE,TRUE,120.177210,23.168850
"POINT (120.17578 23.16535 0.0)",,,,,,,,,,,財政部南區國稅局佳里稽徵所,鄉鎮市區: 佳里區
地址: 忠孝路25號三樓
描述: 進門右轉茶水間
聯絡電話: 06-7230284
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.175780
WGS84_Y: 23.165350,佳里區,忠孝路25號三樓,進門右轉茶水間,06-7230284,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.175780,23.165350
"POINT (120.18379 23.18166 0.0)",,,,,,,,,,,奇美醫療財團法人佳里奇美醫院,鄉鎮市區: 佳里區
地址: 佳興里606號
描述: 4號門入口左側門診區
聯絡電話: 06-7263333
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.183790
WGS84_Y: 23.181660,佳里區,佳興里606號,4號門入口左側門診區,06-7263333,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.183790,23.181660
"POINT (120.176555 23.160442 0.0)",,,,,,,,,,,新生醫院,鄉鎮市區: 佳里區
地址: 新生路272號
描述: 大門入口右側飲水機
聯絡電話: 06-7223122
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): 星期六
開放時間(二): 08:00~12:00
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.176555
WGS84_Y: 23.160442,佳里區,新生路272號,大門入口右側飲水機,06-7223122,星期一~星期五,08:00~17:30,星期六,08:00~12:00,FALSE,TRUE,TRUE,120.176555,23.160442
"POINT (120.20798 23.17479 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局子龍派出所,鄉鎮市區: 佳里區
地址: 子龍里5鄰96號
描述: 請詢問值班人員
聯絡電話: 06-7262290
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.207980
WGS84_Y: 23.174790,佳里區,子龍里5鄰96號,請詢問值班人員,06-7262290,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.207980,23.174790
"POINT (120.188182 23.190181 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局佳興派出所,鄉鎮市區: 佳里區
地址: 佳興里佳里興441號
描述: 請詢問值班人員
聯絡電話: 06-7952644
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: FALSE
WGS84_X: 120.188182
WGS84_Y: 23.190181,佳里區,佳興里佳里興441號,請詢問值班人員,06-7952644,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,FALSE,120.188182,23.190181
"POINT (120.14946 23.17311 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局延平派出所,鄉鎮市區: 佳里區
地址: 下營里10鄰頂廍118號
描述: 請詢問值班人員
聯絡電話: 06-7223094
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.149460
WGS84_Y: 23.173110,佳里區,下營里10鄰頂廍118號,請詢問值班人員,06-7223094,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.149460,23.173110
"POINT (120.16454 23.124047 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局塭內派出所,鄉鎮市區: 佳里區
地址: 塭內里8鄰塭子內84號
描述: 請詢問值班人員
聯絡電話: 06-7891415
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.164540
WGS84_Y: 23.124047,佳里區,塭內里8鄰塭子內84號,請詢問值班人員,06-7891415,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.164540,23.124047
"POINT (120.313542 23.192574 0.0)",,,,,,,,,,,臺南市官田戶政事務所官田辦公處,鄉鎮市區: 官田區
地址: 信義街一段237號
描述: 入口左側飲水機
聯絡電話: 06-5791740
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: FALSE
熱: TRUE
WGS84_X: 120.313542
WGS84_Y: 23.192574,官田區,信義街一段237號,入口左側飲水機,06-5791740,星期一~星期五,08:00~17:30,-,-,FALSE,FALSE,TRUE,120.313542,23.192574
"POINT (120.31611 23.19305 0.0)",,,,,,,,,,,臺南市官田區衛生所,鄉鎮市區: 官田區
地址: 中山路一段128號
描述: 入口右側飲水機
聯絡電話: 06-5971493
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.316110
WGS84_Y: 23.193050,官田區,中山路一段128號,入口右側飲水機,06-5971493,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.316110,23.193050
"POINT (120.374317 23.186012 0.0)",,,,,,,,,,,國立臺南藝術大學,鄉鎮市區: 官田區
地址: 大崎里大崎66號
描述: 第一大門入口右側南畫廊
聯絡電話: 06-6931555
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.374317
WGS84_Y: 23.186012,官田區,大崎里大崎66號,第一大門入口右側南畫廊,06-6931555,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.374317,23.186012
"POINT (120.329462 23.21684 0.0)",,,,,,,,,,,二鎮護安宮,鄉鎮市區: 官田區
地址: 二鎮里8鄰二鎮67號
描述: 廟內龍邊
聯絡電話: 06-6991701
開放星期(一): 星期一~星期日
開放時間(一): 06:00~20:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: FALSE
熱: TRUE
WGS84_X: 120.329462
WGS84_Y: 23.216840,官田區,二鎮里8鄰二鎮67號,廟內龍邊,06-6991701,星期一~星期日,06:00~20:00,-,-,FALSE,FALSE,TRUE,120.329462,23.216840
